word,reliable,unreliable,average reliable,avg unrelabie
trying,1900,1179,721,0.382916531
making,1996,1275,721,0.389789055
moved,1066,344,722,0.243971631
wanted,1447,718,729,0.331639723
day,2219,1490,729,0.401725532
announced,1429,699,730,0.328477444
though,1749,1018,731,0.367907481
held,1531,797,734,0.342353952
own,2893,2159,734,0.427355503
police,1551,811,740,0.343353091
helped,1216,473,743,0.280047365
city,1413,668,745,0.320999519
business,1478,733,745,0.331524197
never,2682,1937,745,0.419354839
declined,912,155,757,0.145267104
spoke,1103,342,761,0.236678201
used,2596,1832,764,0.413730804
come,2614,1845,769,0.413769904
very,3365,2591,774,0.435023506
decision,1420,645,775,0.312348668
then,3265,2490,775,0.432667246
national,1981,1203,778,0.377826633
kind,1640,859,781,0.343737495
less,2065,1282,783,0.383029579
lot,1953,1157,796,0.372025723
months,1622,825,797,0.337147528
known,2065,1257,808,0.378386514
outside,1536,726,810,0.320954907
team,1376,565,811,0.291087069
family,1687,871,816,0.340500391
least,2317,1499,818,0.392819706
young,1445,618,827,0.299563742
political,2915,2086,829,0.417116577
expected,1316,485,831,0.269294836
company,1358,524,834,0.278427205
described,1409,573,836,0.289101917
across,2026,1186,840,0.369240349
six,1408,564,844,0.286004057
toward,1445,589,856,0.289577188
public,2713,1849,864,0.405304691
take,3334,2470,864,0.425568573
led,1690,821,869,0.32696137
her,3837,2968,869,0.43614989
all,5792,4917,875,0.459146512
went,1944,1055,889,0.351783928
so,4811,3918,893,0.448848665
even,4447,3551,896,0.443985996
wrote,1722,807,915,0.319098458
next,2584,1658,926,0.390853371
became,1654,722,932,0.303872054
way,3284,2350,934,0.417110401
interview,1562,627,935,0.286432161
little,2281,1344,937,0.370758621
this,7594,6649,945,0.466825809
saying,2049,1101,948,0.34952381
statement,1581,630,951,0.284938942
down,3142,2182,960,0.409842224
federal,1838,874,964,0.322271386
five,1744,775,969,0.307661771
found,2493,1523,970,0.379233068
get,3826,2855,971,0.427331238
later,1698,721,977,0.298057048
no,5078,4093,985,0.446298114
senior,1439,453,986,0.239429175
might,2631,1642,989,0.384273344
seemed,1273,281,992,0.180823681
administration,1620,628,992,0.279359431
million,2238,1242,996,0.356896552
another,2957,1960,997,0.398617043
nearly,1785,782,1003,0.304635762
around,3017,2006,1011,0.399362931
can,5342,4330,1012,0.447684036
early,1959,937,1022,0.323549724
work,2704,1679,1025,0.383070956
group,2137,1111,1026,0.34205665
began,1861,832,1029,0.308949127
if,5114,4079,1035,0.443707168
while,3628,2581,1047,0.415686906
set,2228,1165,1063,0.343353964
members,2069,1004,1065,0.326716564
want,3094,2027,1067,0.395821129
much,3582,2515,1067,0.41249795
will,6307,5234,1073,0.45351356
four,2024,948,1076,0.31897712
left,2334,1255,1079,0.349679576
think,3223,2138,1085,0.398806193
whose,1934,839,1095,0.302560404
several,2480,1380,1100,0.357512953
long,2840,1734,1106,0.379099257
do,4679,3570,1109,0.432779731
home,1945,835,1110,0.300359712
going,3528,2411,1117,0.405960599
news,2626,1503,1123,0.364010656
off,2974,1815,1159,0.378993527
often,2182,1014,1168,0.317271589
week,1989,820,1169,0.291918832
time,4259,3088,1171,0.420307609
back,3398,2221,1177,0.395266062
since,3288,2107,1181,0.390546803
make,3877,2680,1197,0.408723502
through,3559,2357,1202,0.398411089
director,1748,544,1204,0.237347295
asked,2138,919,1219,0.300621524
still,3307,2081,1226,0.386228656
are,8067,6830,1237,0.458481573
part,3107,1865,1242,0.375100563
recent,2586,1337,1249,0.340810604
there,4774,3522,1252,0.424541948
say,3111,1856,1255,0.373666197
to,10321,9047,1274,0.467110698
percent,2094,809,1285,0.27867723
year,2750,1440,1310,0.343675418
them,4531,3201,1330,0.413993792
came,2548,1214,1334,0.322700691
chief,1756,410,1346,0.189289012
of,10309,8961,1348,0.465023352
among,2483,1122,1361,0.311234397
a,10272,8903,1369,0.464302477
what,5744,4371,1373,0.432130499
whether,2581,1170,1411,0.311916822
and,10279,8865,1414,0.463069369
executive,1794,369,1425,0.170596394
officials,2395,949,1446,0.283791866
up,5703,4216,1487,0.425042847
in,10186,8687,1499,0.460287183
years,3800,2296,1504,0.37664042
according,2961,1449,1512,0.328571429
president,2768,1254,1514,0.311785182
is,9687,8136,1551,0.456488807
took,2789,1233,1556,0.306563899
because,4759,3177,1582,0.400327621
told,3593,1999,1594,0.357474964
over,5494,3884,1610,0.414160802
many,4771,3150,1621,0.397677061
people,5736,4087,1649,0.416064339
three,3004,1336,1668,0.307834101
new,4553,2872,1681,0.386801347
called,3471,1766,1705,0.337215963
before,4308,2598,1710,0.376194613
out,6160,4450,1710,0.419415646
former,3255,1536,1719,0.320601127
be,8636,6851,1785,0.442371021
like,5500,3698,1802,0.402043923
it,8446,6560,1886,0.43715847
made,4354,2463,1891,0.361302626
could,5141,3248,1893,0.38717368
by,8948,7022,1926,0.439699436
for,9843,7911,1932,0.445589726
or,7247,5299,1948,0.422365694
that,9997,8049,1948,0.44602682
other,5810,3851,1959,0.39861298
have,8688,6705,1983,0.435587605
including,3848,1856,1992,0.325385694
but,7286,5259,2027,0.419210841
one,6749,4678,2071,0.40938129
first,4906,2803,2103,0.363600986
been,7286,5176,2110,0.415342642
more,6853,4742,2111,0.408969383
did,4398,2244,2154,0.337850045
on,10177,8020,2157,0.440731989
about,7336,5173,2163,0.41354225
two,5025,2829,2196,0.360198625
with,9499,7276,2223,0.433740686
not,8548,6187,2361,0.419884628
would,6768,4400,2368,0.393982808
from,8902,6524,2378,0.422922339
which,7202,4801,2401,0.399983337
him,4394,1953,2441,0.307704427
0,2535,34,2501,0.013234722
were,6906,4311,2595,0.38432736
last,5010,2360,2650,0.320217096
also,6792,4101,2691,0.376480308
was,9016,6229,2787,0.408592981
who,8159,5348,2811,0.395942844
had,7164,3940,3224,0.354827089
said,7922,3473,4449,0.304782799
